State,District,Year,Quarter,Trans_Count,Amount
Uttar Pradesh,Basti,2023,3,11493498,19267039880.0
Uttar Pradesh,Shamli,2023,3,10302589,14679972571.0
Uttar Pradesh,Maharajganj,2023,3,10030096,16826012173.0
Uttar Pradesh,Etawah,2023,3,9939074,14083851630.0
Uttar Pradesh,Etah,2023,3,8526631,12229499717.0
Uttar Pradesh,Banda,2023,3,4638722,7199362028.0
Uttar Pradesh,Bijnor,2023,3,16802206,26023457716.0
Uttar Pradesh,Hardoi,2023,3,8667477,13952325039.0
Uttar Pradesh,Balrampur,2023,3,5760587,9287122470.0
Uttar Pradesh,Amroha,2023,3,12938726,20580345805.0
Uttar Pradesh,Pilibhit,2023,3,6520266,10037923869.0
Uttar Pradesh,Mainpuri,2023,3,10246159,14417359777.0
Uttar Pradesh,Kanpur Dehat,2023,3,6742968,10836524103.0
Uttar Pradesh,Jaunpur,2023,3,18433249,27990952075.0
Uttar Pradesh,Kaushambi,2023,3,3737674,6366323066.0
Uttar Pradesh,Hapur,2023,3,14169402,19056774302.0
Uttar Pradesh,Hamirpur,2023,3,4622930,6856798867.0
Uttar Pradesh,Meerut,2023,3,34303179,51158129419.0
Uttar Pradesh,Mathura,2023,3,32732371,44180537058.0
Uttar Pradesh,Chitrakoot,2023,3,3058212,5017518961.0
Uttar Pradesh,Lalitpur,2023,3,7400717,9279179645.0
Uttar Pradesh,Mau,2023,3,9869512,13946388160.0
Uttar Pradesh,Mirzapur,2023,3,8888658,14303665550.0
Uttar Pradesh,Bulandshahr,2023,3,25680664,34386865423.0
Uttar Pradesh,Gonda,2023,3,10988368,18517549508.0
Uttar Pradesh,Jhansi,2023,3,20578258,31185894811.0
Uttar Pradesh,Chandauli,2023,3,9441266,14623721038.0
Uttar Pradesh,Bhadohi,2023,3,5225031,7186397201.0
Uttar Pradesh,Pratapgarh,2023,3,11571041,17228978176.0
Uttar Pradesh,Saharanpur,2023,3,28540072,42732921955.0
Uttar Pradesh,Bara Banki,2023,3,10365090,14607328158.0
Uttar Pradesh,Bareilly,2023,3,26498343,40649328734.0
Uttar Pradesh,Sitapur,2023,3,9029994,13440833829.0
Uttar Pradesh,Sultanpur,2023,3,9552073,13912934464.0
Uttar Pradesh,Agra,2023,3,41540299,60724548821.0
Uttar Pradesh,Fatehpur,2023,3,6101698,10239500989.0
Uttar Pradesh,Rae Bareli,2023,3,7785296,11962135292.0
Uttar Pradesh,Firozabad,2023,3,14667159,21560336582.0
Uttar Pradesh,Kheri,2023,3,10504969,14455601868.0
Uttar Pradesh,Gorakhpur,2023,3,29832994,47279353029.0
Uttar Pradesh,Unnao,2023,3,7482192,12163858512.0
Uttar Pradesh,Prayagraj,2023,3,46007458,55169169118.0
Uttar Pradesh,Sonbhadra,2023,3,12398278,17480506028.0
Uttar Pradesh,Ghazipur,2023,3,16655655,24837821793.0
Uttar Pradesh,Farrukhabad,2023,3,8560707,12215467151.0
Uttar Pradesh,Kannauj,2023,3,7343939,10431106882.0
Uttar Pradesh,Azamgarh,2023,3,19843097,29866087733.0
Uttar Pradesh,Ayodhya,2023,3,13231808,19998634564.0
Uttar Pradesh,Deoria,2023,3,17506850,25569137356.0
Uttar Pradesh,Ghaziabad,2023,3,90310474,114685853196.0
Uttar Pradesh,Amethi,2023,4,9696880,15771178705.0
Uttar Pradesh,Siddharthnagar,2023,4,13077059,22514436041.0
Uttar Pradesh,Auraiya,2023,4,8132187,12836841890.0
Uttar Pradesh,Sambhal,2023,4,12186917,21189163904.0
Uttar Pradesh,Kanpur Nagar,2023,4,40739887,63027281450.0
Uttar Pradesh,Aligarh,2023,4,34908018,50560955573.0
Uttar Pradesh,Mahoba,2023,4,5153363,7464755157.0
Uttar Pradesh,Lucknow,2023,4,94286078,116432620092.0
Uttar Pradesh,Sant Kabeer Nagar,2023,4,7908428,14282806448.0
Uttar Pradesh,Hathras,2023,4,10806028,16568240906.0
Uttar Pradesh,Budaun,2023,4,12153228,19774378337.0
Uttar Pradesh,Moradabad,2023,4,25427576,43244485670.0
Uttar Pradesh,Kushinagar,2023,4,24836644,39511251976.0
Uttar Pradesh,Baghpat,2023,4,12414463,18514024558.0
Uttar Pradesh,Shahjahanpur,2023,4,10472991,17975894063.0
Uttar Pradesh,Muzaffarnagar,2023,4,24571235,37726739415.0
Uttar Pradesh,Ambedkar Nagar,2023,4,10948053,17413003948.0
Uttar Pradesh,Bahraich,2023,4,9700133,16306416557.0
Uttar Pradesh,Jalaun,2023,4,10854240,17235016349.0
Uttar Pradesh,Rampur,2023,4,13278999,23584089509.0
Uttar Pradesh,Ballia,2023,4,20688105,31934876924.0
Uttar Pradesh,Shravasti,2023,4,2084142,3426405218.0
Uttar Pradesh,Kasganj,2023,4,6970110,10507819738.0
Uttar Pradesh,Varanasi,2023,4,41191261,61044459325.0
Uttar Pradesh,Gautam Buddha Nagar,2023,4,192419424,180306500632.0
Uttar Pradesh,Basti,2023,4,13984275,23458570437.0
Uttar Pradesh,Shamli,2023,4,11998267,18158601136.0
Uttar Pradesh,Maharajganj,2023,4,12669842,20539065105.0
Uttar Pradesh,Etawah,2023,4,11558956,17852700582.0
Uttar Pradesh,Etah,2023,4,10226321,15470618986.0
Uttar Pradesh,Banda,2023,4,5808516,9384721916.0
Uttar Pradesh,Bijnor,2023,4,19613780,32636931617.0
Uttar Pradesh,Hardoi,2023,4,10301438,17360012414.0
Uttar Pradesh,Balrampur,2023,4,7132498,11263677464.0
Uttar Pradesh,Amroha,2023,4,15101323,24895677439.0
Uttar Pradesh,Pilibhit,2023,4,7830821,12881923897.0
Uttar Pradesh,Mainpuri,2023,4,12272809,18240760527.0
Uttar Pradesh,Kanpur Dehat,2023,4,7980255,14021024806.0
Uttar Pradesh,Jaunpur,2023,4,22374909,35394101352.0
Uttar Pradesh,Kaushambi,2023,4,4514683,8259669056.0
Uttar Pradesh,Hapur,2023,4,16521483,23322548391.0
Uttar Pradesh,Hamirpur,2023,4,5565830,8981183053.0
Uttar Pradesh,Meerut,2023,4,39690199,61931474558.0
Uttar Pradesh,Mathura,2023,4,36556146,52304594604.0
Uttar Pradesh,Chitrakoot,2023,4,3719150,6243577459.0
Uttar Pradesh,Lalitpur,2023,4,8321383,10861672246.0
Uttar Pradesh,Mau,2023,4,12417948,18051271948.0
Uttar Pradesh,Mirzapur,2023,4,10566225,17522089461.0
Uttar Pradesh,Bulandshahr,2023,4,30419198,43028193777.0
Uttar Pradesh,Gonda,2023,4,13427355,22791849037.0
Uttar Pradesh,Jhansi,2023,4,23181649,36520281325.0
Uttar Pradesh,Chandauli,2023,4,11521681,17789244404.0
Uttar Pradesh,Bhadohi,2023,4,6344717,9028359640.0
Uttar Pradesh,Pratapgarh,2023,4,14239019,21950773948.0
Uttar Pradesh,Saharanpur,2023,4,33061307,52345972335.0
Uttar Pradesh,Bara Banki,2023,4,12159311,18110232551.0
Uttar Pradesh,Bareilly,2023,4,31014139,51363264728.0
Uttar Pradesh,Sitapur,2023,4,10629781,16830232878.0
Uttar Pradesh,Sultanpur,2023,4,11521236,17699097404.0
Uttar Pradesh,Agra,2023,4,47863910,73637151813.0
Uttar Pradesh,Fatehpur,2023,4,7377256,13262586384.0
Uttar Pradesh,Rae Bareli,2023,4,9092299,14811424845.0
Uttar Pradesh,Firozabad,2023,4,17591181,26864128768.0
Uttar Pradesh,Kheri,2023,4,12848818,18776847381.0
Uttar Pradesh,Gorakhpur,2023,4,35512032,56620739017.0
Uttar Pradesh,Unnao,2023,4,8738927,14830557684.0
Uttar Pradesh,Prayagraj,2023,4,52219466,66103195627.0
Uttar Pradesh,Sonbhadra,2023,4,14696438,21329005444.0
Uttar Pradesh,Ghazipur,2023,4,20814351,32313115880.0
Uttar Pradesh,Farrukhabad,2023,4,10361848,15192017305.0
Uttar Pradesh,Kannauj,2023,4,8742307,13013838319.0
Uttar Pradesh,Azamgarh,2023,4,24396854,37905479186.0
Uttar Pradesh,Ayodhya,2023,4,15676563,24734208644.0
Uttar Pradesh,Deoria,2023,4,21990611,32552511648.0
Uttar Pradesh,Ghaziabad,2023,4,99630622,129846740841.0
Uttarakhand,Bageshwar,2018,1,10580,8645020.086163377
Uttarakhand,Udham Singh Nagar,2018,1,319290,273540317.8466592
Uttarakhand,Haridwar,2018,1,308588,394604404.70860887
Uttarakhand,Champawat,2018,1,11037,9818454.777565042
Uttarakhand,Nainital,2018,1,106949,116698562.48367879
Uttarakhand,Dehradun,2018,1,329459,512888194.28700817
Uttarakhand,Chamoli,2018,1,15936,19931685.344290152
Uttarakhand,Almora,2018,1,26086,24966386.517174132
Uttarakhand,Uttarkashi,2018,1,12342,15898878.29543098
Uttarakhand,Pithoragarh,2018,1,18593,19129399.861616693
Uttarakhand,Rudraprayag,2018,1,10107,12517358.300915807
Uttarakhand,Pauri Garhwal,2018,1,49412,58626307.503576376
Uttarakhand,Tehri Garhwal,2018,1,28306,41280388.51120189
Uttarakhand,Bageshwar,2018,2,13413,17461881.43219953
Uttarakhand,Udham Singh Nagar,2018,2,396961,460064933.193244
Uttarakhand,Haridwar,2018,2,408449,653841352.4744893
Uttarakhand,Champawat,2018,2,17868,26298796.010909528
Uttarakhand,Nainital,2018,2,143993,221734345.97526038
Uttarakhand,Dehradun,2018,2,464526,908634049.1026804
Uttarakhand,Chamoli,2018,2,23109,37928070.64293302
Uttarakhand,Almora,2018,2,39584,50535626.79560754
Uttarakhand,Uttarkashi,2018,2,17994,31584871.420789883
Uttarakhand,Pithoragarh,2018,2,31473,51625580.581978634
Uttarakhand,Rudraprayag,2018,2,14267,23692738.946748238
Uttarakhand,Pauri Garhwal,2018,2,87569,116427905.16679347
Uttarakhand,Tehri Garhwal,2018,2,44916,79925226.8074092
Uttarakhand,Bageshwar,2018,3,14993,21819053.81952673
Uttarakhand,Udham Singh Nagar,2018,3,635903,750899273.4469256
Uttarakhand,Haridwar,2018,3,516553,904828173.1140293
Uttarakhand,Champawat,2018,3,20788,34495610.12735177
Uttarakhand,Nainital,2018,3,164989,272528677.45278066
Uttarakhand,Dehradun,2018,3,580817,1233501843.6407683
Uttarakhand,Chamoli,2018,3,28392,57607070.75418808
Uttarakhand,Almora,2018,3,50491,73631915.94944787
Uttarakhand,Uttarkashi,2018,3,22900,44762533.115959145
Uttarakhand,Pithoragarh,2018,3,37382,66592869.052209534
Uttarakhand,Rudraprayag,2018,3,18476,28621234.093816403
Uttarakhand,Pauri Garhwal,2018,3,88372,139462380.15680635
Uttarakhand,Tehri Garhwal,2018,3,49076,97822405.13469782
Uttarakhand,Bageshwar,2018,4,21496,36931703.42569672
Uttarakhand,Udham Singh Nagar,2018,4,817760,1063327513.805676
Uttarakhand,Haridwar,2018,4,780667,1361862781.3811455
Uttarakhand,Champawat,2018,4,29492,54097463.5833426
Uttarakhand,Nainital,2018,4,262453,434444465.8451766
Uttarakhand,Dehradun,2018,4,839564,1866928298.8196144
Uttarakhand,Chamoli,2018,4,44084,93713092.70470297
Uttarakhand,Almora,2018,4,71874,117821119.63767174
Uttarakhand,Uttarkashi,2018,4,32970,74788538.69988398
Uttarakhand,Pithoragarh,2018,4,54756,120923916.07731065
Uttarakhand,Rudraprayag,2018,4,26900,54341747.19830029
Uttarakhand,Pauri Garhwal,2018,4,124351,217330050.30159777
Uttarakhand,Tehri Garhwal,2018,4,72394,157761446.48374176
Uttarakhand,Bageshwar,2019,1,26789,41562836.347878136
Uttarakhand,Udham Singh Nagar,2019,1,1872126,1489217231.336874
Uttarakhand,Haridwar,2019,1,1412730,1744127095.0116453
Uttarakhand,Champawat,2019,1,40675,62479997.7978691
Uttarakhand,Nainital,2019,1,366310,528892751.995024
Uttarakhand,Dehradun,2019,1,1291566,2353709229.488825
Uttarakhand,Chamoli,2019,1,57245,109897209.50624073
Uttarakhand,Almora,2019,1,84510,133142670.68267205
Uttarakhand,Uttarkashi,2019,1,43500,85792881.24604434
Uttarakhand,Pithoragarh,2019,1,67059,126782378.71489981
Uttarakhand,Rudraprayag,2019,1,35834,60259060.58910632
Uttarakhand,Pauri Garhwal,2019,1,154873,259133683.45728147
Uttarakhand,Tehri Garhwal,2019,1,92784,188532149.09953338
Uttarakhand,Bageshwar,2019,2,31665,52020772.88719916
Uttarakhand,Udham Singh Nagar,2019,2,964467,1378582227.1383595
Uttarakhand,Haridwar,2019,2,1109390,1993331114.9490423
Uttarakhand,Champawat,2019,2,43329,83652585.73778167
Uttarakhand,Nainital,2019,2,347099,641075253.7010634
Uttarakhand,Dehradun,2019,2,1628356,3149635867.735813
Uttarakhand,Chamoli,2019,2,71211,146135260.66002762
Uttarakhand,Almora,2019,2,110119,169588331.81787175
Uttarakhand,Uttarkashi,2019,2,52899,116326460.03063229
Uttarakhand,Pithoragarh,2019,2,81162,158772474.7061255
Uttarakhand,Rudraprayag,2019,2,46374,105793130.67286699
Uttarakhand,Pauri Garhwal,2019,2,201286,330941586.17840505
Uttarakhand,Tehri Garhwal,2019,2,125918,262677784.70331165
Uttarakhand,Bageshwar,2019,3,36951,51115257.990878195
Uttarakhand,Udham Singh Nagar,2019,3,881091,1448854013.7749524
Uttarakhand,Haridwar,2019,3,1408219,2350808805.151039
Uttarakhand,Champawat,2019,3,50176,84731426.51331419
Uttarakhand,Nainital,2019,3,410561,703565372.0754354
Uttarakhand,Dehradun,2019,3,2163047,3787761714.5911207
Uttarakhand,Chamoli,2019,3,88665,159441929.61206484
Uttarakhand,Almora,2019,3,110098,163341415.00345957
Uttarakhand,Uttarkashi,2019,3,68144,126468996.95084272
Uttarakhand,Pithoragarh,2019,3,93746,157938393.66508043
Uttarakhand,Rudraprayag,2019,3,53994,89159258.0557906
Uttarakhand,Pauri Garhwal,2019,3,206617,337105679.89840025
Uttarakhand,Tehri Garhwal,2019,3,139167,268739806.73495024
Uttarakhand,Bageshwar,2019,4,44970,74106171.90251683
Uttarakhand,Udham Singh Nagar,2019,4,1067254,1847912911.0312634
Uttarakhand,Haridwar,2019,4,1661936,2912268373.080662
Uttarakhand,Champawat,2019,4,60354,105727261.6222372
Uttarakhand,Nainital,2019,4,510868,938607132.5862873
Uttarakhand,Dehradun,2019,4,3069497,4994340229.552402
Uttarakhand,Chamoli,2019,4,104404,207905779.61748406
Uttarakhand,Almora,2019,4,147270,226549226.13870552
Uttarakhand,Uttarkashi,2019,4,82965,174141275.3253441
Uttarakhand,Pithoragarh,2019,4,112708,200782149.05021042
Uttarakhand,Rudraprayag,2019,4,63743,121690003.20270392
Uttarakhand,Pauri Garhwal,2019,4,260210,438116662.3129741
Uttarakhand,Tehri Garhwal,2019,4,175937,331559129.7280453
Uttarakhand,Bageshwar,2020,1,58220,84722349.28857002
Uttarakhand,Udham Singh Nagar,2020,1,1320641,2462031686.6688175
Uttarakhand,Haridwar,2020,1,1746548,2829682337.55844
Uttarakhand,Champawat,2020,1,71250,114406606.10337359
Uttarakhand,Nainital,2020,1,591916,1012419762.4026624
Uttarakhand,Dehradun,2020,1,4292172,7855577949.518105
Uttarakhand,Chamoli,2020,1,122706,211908675.2839394
Uttarakhand,Almora,2020,1,158941,262516586.53569755
Uttarakhand,Uttarkashi,2020,1,96469,176256181.79746825
Uttarakhand,Pithoragarh,2020,1,132585,231555480.8832615
Uttarakhand,Rudraprayag,2020,1,74461,122618449.68931642
Uttarakhand,Pauri Garhwal,2020,1,265239,428956086.0113152
Uttarakhand,Tehri Garhwal,2020,1,200636,365428107.2466619
Uttarakhand,Bageshwar,2020,2,91958,115622508.26946892
Uttarakhand,Udham Singh Nagar,2020,2,1430868,2605047531.8868837
Uttarakhand,Haridwar,2020,2,1633204,2717831193.887991
Uttarakhand,Champawat,2020,2,109021,162391481.0259492
Uttarakhand,Nainital,2020,2,661723,1075299747.5588312
Uttarakhand,Dehradun,2020,2,3619286,7204561616.48045
Uttarakhand,Chamoli,2020,2,180349,274419553.19735515
Uttarakhand,Almora,2020,2,256356,333359506.69689095
Uttarakhand,Uttarkashi,2020,2,143866,241132342.2347738
Uttarakhand,Pithoragarh,2020,2,193141,309868814.02295196
Uttarakhand,Rudraprayag,2020,2,115692,156079665.36803532
Uttarakhand,Pauri Garhwal,2020,2,337679,488475349.76430535
Uttarakhand,Tehri Garhwal,2020,2,274627,410098391.70712256
Uttarakhand,Bageshwar,2020,3,113186,158927994.60522747
Uttarakhand,Udham Singh Nagar,2020,3,1570042,2930954022.9558268
Uttarakhand,Haridwar,2020,3,2251448,4070826642.206731
Uttarakhand,Champawat,2020,3,129549,216919449.54937637
Uttarakhand,Nainital,2020,3,984746,1918487570.1438391
Uttarakhand,Dehradun,2020,3,4899672,9682445376.09395
Uttarakhand,Chamoli,2020,3,219226,388151115.2672857
Uttarakhand,Almora,2020,3,319939,453570746.46387815
Uttarakhand,Uttarkashi,2020,3,166514,318056161.8167209
Uttarakhand,Pithoragarh,2020,3,237817,421302996.40247244
Uttarakhand,Rudraprayag,2020,3,133146,214478001.77062732
Uttarakhand,Pauri Garhwal,2020,3,441783,734135974.61854
Uttarakhand,Tehri Garhwal,2020,3,351867,595254916.1120149
Uttarakhand,Bageshwar,2020,4,175079,243513878.83942905
Uttarakhand,Udham Singh Nagar,2020,4,2363335,4514038446.219884
Uttarakhand,Haridwar,2020,4,3321783,6085979623.74952
Uttarakhand,Champawat,2020,4,184738,339178308.3489728
Uttarakhand,Nainital,2020,4,1517073,2922713378.2238545
Uttarakhand,Dehradun,2020,4,7225475,12878001020.781935
Uttarakhand,Chamoli,2020,4,334855,608689356.7896259
Uttarakhand,Almora,2020,4,448847,655069287.4592457
Uttarakhand,Uttarkashi,2020,4,248828,446087898.9016932
Uttarakhand,Pithoragarh,2020,4,341824,642959649.9234655
Uttarakhand,Rudraprayag,2020,4,205575,391044736.1112037
Uttarakhand,Pauri Garhwal,2020,4,683792,1126540354.654028
Uttarakhand,Tehri Garhwal,2020,4,562067,938923389.1074793
Uttarakhand,Bageshwar,2021,1,125650,228097046.62067777
Uttarakhand,Udham Singh Nagar,2021,1,2400713,4698429212.673304
Uttarakhand,Haridwar,2021,1,3637862,6655847670.435171
Uttarakhand,Champawat,2021,1,144019,313298147.11381817
Uttarakhand,Nainital,2021,1,1656353,3267711093.9339843
Uttarakhand,Dehradun,2021,1,10341368,16714266661.471684
Uttarakhand,Chamoli,2021,1,251971,534930142.84450316
Uttarakhand,Almora,2021,1,315595,567283572.0401663
Uttarakhand,Uttarkashi,2021,1,199972,419933605.44935334
Uttarakhand,Pithoragarh,2021,1,261250,560157950.425506
Uttarakhand,Rudraprayag,2021,1,139023,301622374.0812526
Uttarakhand,Pauri Garhwal,2021,1,637099,1098791516.9842882
Uttarakhand,Tehri Garhwal,2021,1,497527,927820405.8247087
Uttarakhand,Bageshwar,2021,2,200623,300595070.57305586
Uttarakhand,Udham Singh Nagar,2021,2,2949644,5332715640.386387
Uttarakhand,Haridwar,2021,2,4083950,7206283398.339356
Uttarakhand,Champawat,2021,2,209830,391186970.2603439
Uttarakhand,Nainital,2021,2,2022948,3666864167.0763474
Uttarakhand,Dehradun,2021,2,11452915,18841754559.75351
Uttarakhand,Chamoli,2021,2,335548,592961500.5480487
Uttarakhand,Almora,2021,2,516291,813684022.7677014
Uttarakhand,Uttarkashi,2021,2,272386,493313162.98720294
Uttarakhand,Pithoragarh,2021,2,373518,706633659.8182425
Uttarakhand,Rudraprayag,2021,2,198601,358593778.78038114
Uttarakhand,Pauri Garhwal,2021,2,772232,1284331635.4191165
Uttarakhand,Tehri Garhwal,2021,2,611946,1001900308.1286169
Uttarakhand,Bageshwar,2021,3,195216,339140370.82216936
Uttarakhand,Udham Singh Nagar,2021,3,3972342,6845281919.429771
Uttarakhand,Haridwar,2021,3,5509173,8989314144.10345
Uttarakhand,Champawat,2021,3,225508,452316414.89691293
Uttarakhand,Nainital,2021,3,2632707,4647117597.836014
Uttarakhand,Dehradun,2021,3,15063442,22990701165.284504
Uttarakhand,Chamoli,2021,3,352899,738267624.1421455
Uttarakhand,Almora,2021,3,518423,912391176.2694778
Uttarakhand,Uttarkashi,2021,3,280090,564935671.3357033
Uttarakhand,Pithoragarh,2021,3,405020,818234590.9716287
Uttarakhand,Rudraprayag,2021,3,198589,391423419.13020337
Uttarakhand,Pauri Garhwal,2021,3,969356,1594948974.778614
